timestamp,coin,price_usd
2025-12-06 10:35:24,bitcoin,89546.0
2025-12-06 10:35:24,ethereum,3031.07
2025-12-06 10:35:24,solana,132.58
2025-12-07 00:03:41,bitcoin,89219.0
2025-12-07 00:03:41,ethereum,3035.88
2025-12-07 00:03:41,solana,132.21
