timestamp,coin,price_usd
2025-12-06 10:35:24,bitcoin,89546.0
2025-12-06 10:35:24,ethereum,3031.07
2025-12-06 10:35:24,solana,132.58
2025-12-09 00:03:46,bitcoin,90678.0
2025-12-09 00:03:46,ethereum,3125.53
2025-12-09 00:03:46,solana,133.22
