timestamp,coin,price_usd
2025-12-06 10:35:24,bitcoin,89546.0
2025-12-06 10:35:24,ethereum,3031.07
2025-12-06 10:35:24,solana,132.58
2025-12-08 00:07:18,bitcoin,90367.0
2025-12-08 00:07:18,ethereum,3058.7
2025-12-08 00:07:18,solana,132.01
